institute,program,quota,category,gender,year,round,openRank,closeRank,state,instituteType
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",All India,ST,Gender-Neutral,2025,2,5771,5771,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Home State,GEN,Gender-Neutral,2025,2,3883,3883,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC,Gender-Neutral,2025,2,23913,28735,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,GEN,Gender-Neutral,2025,2,1258,1284,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,GEN,Female-only (including Supernumerary),2025,2,962,962,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,2025,2,8219,8219,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,OBC,Gender-Neutral,2025,2,2621,3045,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,SC,Gender-Neutral,2025,2,6553,6553,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,ST,Gender-Neutral,2025,2,11630,11630,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,ST,Female-only (including Supernumerary),2025,2,6303,6303,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,44849,45466,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,2,46377,46377,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,2,52813,52813,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Female-only (including Supernumerary),2025,2,91932,91932,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,37693,37693,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,43396,43396,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,2,44170,45591,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,2,76140,77822,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,51001,51350,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,2,58342,65976,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,2,57389,59146,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,46547,47175,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,50957,50957,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,2,54164,54164,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,2,61682,61682,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,9222,10596,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,12823,12823,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,2,13843,13843,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,25861,25861,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,2,27877,27877,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,2,122619,122619,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,23451,23517,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,2,36197,36197,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,27413,27413,Madhya Pradesh,NIT
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,2,28168,28492,Madhya Pradesh,NIT
